ID,User,DateCreated,Text
9979eg;JMC266;1534915961.0;Clearly Not A Fan of 4th Meal
9979eg;JMC266;1534915961.0;""

e4lgpvr;MySexJunkSmells;1534916366.0;"'Italians aren't white'                              -Maddox, 2018"
e4lhqd9;juiciusmaximus3;1534917250.0;"Maddox argued on The Biggest Problem whether or not he/his family are Middle Eastern because they're Armenian. He has also said that his family is from Syria, which is in the Middle East. I don't think Maddox understands the concept of nationalities very well."
e4lo1gw;chronus_poo;1534923246.0;"Every Mexican I've ever known loves complaining about Mexicans."
e4llxos;GuyTallman;1534921189.0;"Debating someones race has to be one of the dumbest past times ever. It is like all that shit you see about how, "well tiger woods isn't a real "black" golfer he is actually half asain." Say you were in a car, driving down the highway, and you just passed a car with Tiger Woods in it. If someone asked you what the race of the cars driver was you would probably go off visual cues alone and just say, "dude was a black guy."&#x200B;Assuming his bad driving didn't out him as asian. "
e4lir0y;mrnobano;1534918178.0;"Maddox is a confirmed racist. I guess podcast in madcast media is a bigoted podcast."
e4lrb7w;ItCameFromWeston;1534926550.0;"Nothing more racist than Maddox claiming "you're not dark enough to be Mexican.""
e4lje1d;JMC266;1534918773.0;"This is even sadder than his attempt to paint Dick as a rape apologist. Can't wait for his new video, hashtag RacistDick."
e4lpeke;LazarusPortnoy;1534924621.0;"He hates Taco Bell because of their disingenuous stoner marketing."
e4lq3fb;elvenmonk;1534925336.0;"Mexicans can be white. My friend was born in Mexico with two 100% Mexican parents. He is whiter than me. Mexicans can have extremely fair skin. It means there's more Spanish in the blood than Indian"
e4lhn62;Cdglax2000316;1534917170.0;"lol guess that means Maddox isn't Armenian  either"
e4loy9l;Spork_Of_Doom;1534924161.0;"He's Mexican like a person who is from Mexico is Mexican."
e4llb54;SnakeJerusalem;1534920595.0;"I wonder if whoever sent this to Dick as a large enough backlog ready to be mined for more lols \^\^"
e4lmxh1;Spacemangspiff;1534922154.0;"I’m Irish with jet black hair wtf does that make me "
e4lsfxm;WittySaying;1534927671.0;"I’m half Taiwanese but I look white, and my whole life has been “you’re not Asian enough” and “you’re not white enough”. This shit pisses me off so much. "
e4lu1bu;vAxAv;1534929256.0;"So... you accuse someone of being racist... against their own race... then you say that they don't count as a member of that race because...?...reasons...I guess no mexican accent?? ...so... you.... are... very... racist. Fuck you Maddox. I am so frustrated that ANYONE stands by you at this point. "
e4mc7ny;gme186;1534952037.0;"Every one is racist, its no big deal. Get over it people."
e4lnlf9;yeahRIP;1534922808.0;"I remember seeing him argue in the comments for the old show that some Islamic terrorists weren't middle eastern because they were born in Europe. So I guess being born to middle eastern parents, have middle eastern names, practicing a middle eastern religion, and killing in the name of that religion's god doesn't matter if you weren't born there. There's just no such thing as culture carried over from the old country. Chinatown? Bunch of fakers, it's all fucking Americans there. Little Italy? Didn't see a single fucking Italian there."
e4ljais;ShawnGalt;1534918683.0;"he also argued that immigration from the Middle East is good because Steve Jobs' parents were Syrianconsistency is difficult..."
e4lif73;CivicPlaza;1534917870.0;"And is ignorant of/or doesnt understand things like the “just one drop” discrimination faced by minorities in the past. Or anything about Chicano culture. Or just anything in general if we’re being thurough. "
e4lp05j;Spork_Of_Doom;1534924215.0;"He's an Armenian from Syria.🤔🤔🤔"
e4nekmd;ras344;1534994862.0;"The term "Middle East" itself is kind of a nebulous concept though.  It's not like there's a specific list of countries that are strictly defined as the "Middle East."  It's more like just a general geographic region.  "
e4lzfp0;IzzyNobre;1534934642.0;"Same for Brazilians."
e4m7wla;wauterboi;1534944508.0;"Arguing about someone's race in itself makes race more important than it really is. Maddox arguing that there is a criteria for fitting a race is racist.Also, he didn't really even need to make an argument about whether Dick was racist or not - he can still be racist while also being a part of the race he's discriminating against. He can still judge others based on their race. Maddox made himself look way more ignorant for no reason."
e4masnx;buffer_overfl0w;1534949337.0;""you have to be this black to fuck my girlfriend" - Maddox"
e4ltiip;Niekisch;1534928730.0;"\#DicKKK😱"
e4lr5pr;ItCameFromWeston;1534926401.0;"Irish.Despite predominance of red and fair hair, black hair is still very common in Ireland."
e4lq0ay;elvenmonk;1534925246.0;"Especially any little ones"
e4mrq9h;kaizervonmaanen;1534975956.0;"> have middle eastern names, practicing a middle eastern religion, and killing in the name of that religion's god doesn't matter if you weren't born there.To be fair, most Europeans have had all these things for over one thousand years. "
e4lx9lf;MattOrchard;1534932442.0;"I don't know what his actual comments were but some Islamic terrorists aren't middle eastern in any way shape or form.And to be a little pedantic, Islam isn't a "middle eastern religion" just because it originates from there. By the same standard Christianity would be a middle eastern religion."
e4nm535;juiciusmaximus3;1535001119.0;"It's true that the Middle East is not concretely defined, but there IS a list of countries that are considered as part of the Middle East by everyone who uses the term, and Syria is one of them."
e4m3lyc;Sressolf;1534938992.0;"Just the presidents and the poor. You know, back when the military was in charge, everything was good! People didn't need to build walls around their houses or carry guns because the police were allowed to take care of criminals the right way! Now you have communists running amok and everyone is miserable."
e4m5828;yeahRIP;1534940940.0;"\#DickMasterRaceson?"
e4lzdtc;Dmbfantomas;1534934588.0;"That’s too funny and clever for Maddox. "
e4lsow2;Spacemangspiff;1534927918.0;"My great uncle Deermot always called me “black irish” and I never understood "
e4m2r0q;yeahRIP;1534938034.0;"I can't remember exactly how he worded it, it was a long time ago. I remember he got fucking roasted for it in the comments, though. My big problem with it is that while it's technically right, it's kind of misleading. It's like a white guy moving from South Africa to the US and calling himself African-American. It's not wrong, it's just kind of misleading to say it like that.>some Islamic terrorists aren't middle eastern in any way shape or form.Yeah, I  would guess as much. I forget which attack was being talked about that week but I remember a bunch of attacker names were being listed and they didn't exactly make you think "Yeah that's a European name".Anyway this is a lot of useless words to basically point out Maddox being autistic about nationalities. Makes me wonder if he ever argued with Asterios about not really being Greek because "Well you weren't born in Greece so you're an American""
e4msatp;tabmok99;1534976485.0;"Islam is a "middle eastern religion" because it's currently the predominant religion practiced in the middle east. "
e4lxuq5;the_plots;1534933027.0;"Watch boondock saints"
e4o9p6b;MattOrchard;1535023781.0;"Like I said, I was being pedantic. I think you could argue technically being the most predominant religion in the region doesn't make it a middle eastern religion because there's nothing about Islam that's inherently representative of middle easterners. I'd refer to Buddhism as an "Eastern religion" though, so even I don't live up to that little technicality.It was just an after thought. The main reason I chimed in was it seemed like the OP might have been conflating Muslims with Middle Easterners. That really would have been stupid, and from memory was the shit Maddox was trying to pull back in the day - implying criticizing trends in the Muslim world is just stereotyping brown people. From OPs follow up it seems like that wasn't what they were getting at. "
e4lzfn3;Dmbfantomas;1534934641.0;"Or don’t. That movie is shiiiiiiiit. "
e4m0qlu;the_plots;1534935965.0;"Im not a movie critic, but it is the most common source of the phrase “black irish”"
